Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Max Qty (product.metafields.custom.max_qty),Alamat Apotek (product.metafields.vendor_info.address),Nama Apoteker (product.metafields.vendor_info.apoteker),Waktu Praktik (product.metafields.vendor_info.practice_hours),Jadwal Toko (product.metafields.vendor_info.schedule),Nomor SIA (product.metafields.vendor_info.sia),Nomor SIPA (product.metafields.vendor_info.sipa),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bodrexin-flu-dan-batuk-pe-sirup-rasa-jeruk,Bodrexin Flu Dan Batuk Pe Sirup Rasa Jeruk,"<p>Dus, 1 Botol Plastik @ 56 Ml</p><p>Deskripsi: BODREXIN FLU &amp; BATUK PE Tempo Scan SIRUP RASA JERUK adalah obat yang mengandung bromhexine hydrochloride, chlorphenamine maleate, guaifenesin, paracetamol, phenylephrine hydrochloride yang diindikasikan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak</p><p>Komposisi: Tiap sendok takar (5 ml) mengandung Paracetamol 120 mg, Phenylephrine HCl 2.5 mg, Guaifenesin 25 mg, Bromhexine HCl 2 mg, Chlorpheniramine Mlaeate 1 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL1422723337A2</p><p>Exp Date:04/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID102545-1,60.0,shopify,deny,manual,13900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102545-1_19082025_d9d914d0-a57a-4121-971d-66013a610cb0.jpg?v=1760338206,1,Bodrexin Flu Dan Batuk Pe Sirup Rasa Jeruk,false,Bodrexin Flu Dan Batuk Pe Sirup Rasa Jeruk,"BODREXIN FLU &amp; BATUK PE Tempo Scan SIRUP RASA JERUK  obat yang mengandung bromhexine hydrochloride, chlorphenamine maleate, guaifenesin, paracetamol, phenylephrine hydrochloride yang diindikasikan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak",,,,,,,,,g,,,active
fungiderm-konimex-krim,Fungiderm Konimex Krim,"<p>Dus, Tube @ 10 G</p><p>Deskripsi: FUNGIDERM Konimex KRIM adalah obat yang mengandung clotrimazole yang diindikasikan untuk mengatasi kandidiasis dan trikomoniasis.</p><p>Komposisi: CLOTRIMAZOLE 1%</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KRIM</p><p>NIE:DTL8913004429A1</p><p>Exp Date:04/2030</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID106942-1,10.0,shopify,deny,manual,25500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106942-1_25082025_01d90696-6b3d-4d93-8304-882ddd6d7b61.jpg?v=1760338206,1,Fungiderm Konimex Krim,false,Fungiderm Konimex Krim,FUNGIDERM Konimex KRIM  obat yang mengandung clotrimazole yang diindikasikan untuk mengatasi kandidiasis dan trikomoniasis.,,,,,,,,,g,,,active
insto-dry-eyes-tetes-mata,Insto Dry Eyes Tetes Mata,"<p>Dus, 1 Botol Plastik @ 7,5 Ml</p><p>Deskripsi: INSTO DRY EYES Combiphar TETES MATA adalah obat yang mengandung hypromellose yang diindikasikan untuk mengatasi kekeringan pada mata dan sebagai pelumas mata</p><p>Komposisi: Hypromellose 3 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TETES MATA</p><p>NIE:DTL1438202146A1</p><p>Exp Date:04/2028</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID109412-1,8.0,shopify,deny,manual,15900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID109412-1_26082025_7f246782-df04-4619-9b75-2d6f95c63722.png?v=1760338205,1,Insto Dry Eyes Tetes Mata,false,Insto Dry Eyes Tetes Mata,INSTO DRY EYES Combiphar TETES MATA  obat yang mengandung hypromellose yang diindikasikan untuk mengatasi kekeringan pada mata dan sebagai pelumas mata</p>,,,,,,,,,g,,,active
mycoral-krim-2,Mycoral Krim 2 %,"<p>Dus, 1 Tube @ 5 G</p><p>Deskripsi: MYCORAL Kalbe KRIM 2 % adalah obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit</p><p>Komposisi: KETOCONAZOLE 2 %</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KRIM</p><p>NIE:DTL8911608429A1</p><p>Exp Date:01/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID113775-3,5.0,shopify,deny,manual,19700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID113775-3_04092025_aabbd57a-a480-455f-9ec7-eb01fecba07b.jpg?v=1760338205,1,Mycoral Krim 2 %,false,Mycoral Krim 2 %,MYCORAL Kalbe KRIM 2 %  obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit,,,,,,,,,g,,,active
oculenta-cendo-gel,Oculenta Cendo Gel,<p>Tube Plastik @ 5 G</p><p>Deskripsi: 05 OCULENTA Cendo GEL adalah obat yang mengandung Vitamin A yang diindikasikan untuk pengganti air mata pada kondisi mata kering akibat keratokonjungtivitis sicca dan tidak stabilnya lapisan air mata serta kornea kurang lembab.</p><p>Komposisi: Vitamin A Palmitate (Retinol Palmitat) 10 mg (1000 IU)</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: GEL</p><p>NIE:DTL0903812687A1</p><p>Exp Date:01/2028</p>,Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID115201-2,5.0,shopify,deny,manual,78800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115201-2_03092025_375fb5ce-c64e-4d37-ac8a-390055e59863.jpg?v=1760338204,1,Oculenta Cendo Gel,false,Oculenta Cendo Gel,05 OCULENTA Cendo GEL  obat yang mengandung Vitamin A yang diindikasikan untuk pengganti air mata pada kondisi mata kering akibat keratokonjungtivitis sicca dan tidak stabilnya lapisan air mata serta kornea kurang lembab.,,,,,,,,,g,,,active
tantum-verde-oral-rinse-soho-obat-kumur-7-5-mg-5-ml,Tantum Verde Oral Rinse Soho Obat Kumur 7.5 Mg/5 Ml,"<p>Dus, Botol @ 120 Ml</p><p>Deskripsi: TANTUM VERDE ORAL RINSE Soho OBAT KUMUR 7.5 MG5 ML adalah obat yang mengandung benzydamine hydrochloride yang diindikasikan untuk mengatasi kondisi inflamasi orofaring yang sakit.</p><p>Komposisi: Per 5 mL Benzydamine HCl 7.5 mg, alkohol 10%</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: CAIRAN KUMUR</p><p>NIE:DTL8824206840A1</p><p>Exp Date:05/2028</p>",Inofarma,,"","mqty:1, Perawatan Tubuh",true,Title,Default Title,,,,,,,,ID120374-1,120.0,shopify,deny,manual,37600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID120374-1_19092025_1e9acb94-f243-4cda-a259-0174416b6479.jpg?v=1760338204,1,Tantum Verde Oral Rinse Soho Obat Kumur 7.5 Mg/5 Ml,false,Tantum Verde Oral Rinse Soho Obat Kumur 7.5 Mg/5 Ml,TANTUM VERDE ORAL RINSE Soho OBAT KUMUR 7.5 MG5 ML  obat yang mengandung benzydamine hydrochloride yang diindikasikan untuk mengatasi kondisi inflamasi orofaring yang sakit.,,,,,,,,,g,,,active
woods-peppermint-antitussive-sirup,Woods' Peppermint Antitussive Sirup,"<p>Dus, 1 Botol Plastik @ 60 Ml</p><p>Deskripsi: WOOD'S PEPPERMINT ANTITUSSIVE Kalbe SIRUP adalah obat herbal yang mengandung dextromethorphan hydrobromide, diphenhydramine hydrochloride yang berkhasiat untuk membantu mengatasi batuk tidak berdahak yang di sebabkan oleh alergi</p><p>Komposisi: Per 5 mL: Dextromethorphan HBr 7.5 mg, Diphenhydramine HCl 12.5 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL0111633037A1</p><p>Exp Date:09/2026</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID122620-2,60.0,shopify,deny,manual,25500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID122620-2_19092025_dfe1589b-c0d5-4c2d-a103-ee05dd4c4dd7.jpg?v=1760338203,1,Woods' Peppermint Antitussive Sirup,false,Woods' Peppermint Antitussive Sirup,"WOOD'S PEPPERMINT ANTITUSSIVE Kalbe SIRUP  obat herbal yang mengandung dextromethorphan hydrobromide, diphenhydramine hydrochloride yang berkhasiat untuk membantu mengatasi batuk tidak berdahak yang di sebabkan oleh alergi",,,,,,,,,g,,,active
zoralin-medikon-krim-2,Zoralin Medikon Krim 2 %,"<p>Dus, 1 Tube @ 10 G</p><p>Deskripsi: ZORALIN Medikon KRIM 2 % adalah obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit</p><p>Komposisi: KETOCONAZOLE 2 %</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KRIM</p><p>NIE:DTL9014803729A1</p><p>Exp Date:05/2028</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID123122-1,10.0,shopify,deny,manual,17500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID123122-1_19092025_1727e9ee-9fdb-4d25-a3c1-54c006d277df.jpg?v=1760338203,1,Zoralin Medikon Krim 2 %,false,Zoralin Medikon Krim 2 %,ZORALIN Medikon KRIM 2 %  obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit,,,,,,,,,g,,,active
insto-reguler-tetes-mata,Insto Reguler Tetes Mata,"<p>Dus, 1 Botol Plastik @ 15 Ml</p><p>Deskripsi: INSTO REGULER Combiphar TETES MATA adalah obat yang mengandung tetrahydrozoline hydrochloride yang diindikasikan untuk meredakan iritasi &amp; kemerahan pada mata</p><p>Komposisi: Tetrahydrozoline HCl 0.05% w/v, Benzalkonium Cl 0.01% w/v</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TETES MATA</p><p>NIE:DTL1438202046A1</p><p>Exp Date:05/2029</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID109414-1,15.0,shopify,deny,manual,23300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID109414-1_26082025_c2a9806c-c270-4c84-bb12-7a5815c6ebe7.png?v=1760338203,1,Insto Reguler Tetes Mata,false,Insto Reguler Tetes Mata,INSTO REGULER Combiphar TETES MATA  obat yang mengandung tetrahydrozoline hydrochloride yang diindikasikan untuk meredakan iritasi &amp; kemerahan pada mata</p>,,,,,,,,,g,,,active
rohto-rohto-tetes-mata-0-05,Rohto Rohto Tetes Mata 0.05%,"<p>Dus, 1 Botol Plastik @ 7 Ml</p><p>Deskripsi: ROHTO Rohto TETES MATA 0.05% adalah obat yang mengandung tetryzoline hydrochloride yang diindikasikan untuk kemerahan di mata akibat iritasi mata ringan</p><p>Komposisi: Tetrahydrozoline HCI 0.05%</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TETES MATA</p><p>NIE:DTL1140000246A1</p><p>Exp Date:04/2028</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID115113-1,7.0,shopify,deny,manual,12800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115113-1_03092025_1b752850-6496-49cf-9aa7-ef7fb2b7592f.jpg?v=1760338202,1,Rohto Rohto Tetes Mata 0.05%,false,Rohto Rohto Tetes Mata 0.05%,ROHTO Rohto TETES MATA 0.05%  obat yang mengandung tetryzoline hydrochloride yang diindikasikan untuk kemerahan di mata akibat iritasi mata ringan</p>,,,,,,,,,g,,,active
termorex-plus-konimex-sirup,Termorex Plus Konimex Sirup,"<p>Dus, 1 Botol Plastik @ 60 Ml</p><p>Deskripsi: TERMOREX PLUS Konimex SIRUP adalah sirup obat flu yang mengandung paracetamol, guaifenesin, pseudoephedrine hydrochloride, chlorphenamine maleate yang diindikasikan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin bersin yang di sertai batuk</p><p>Komposisi: Tiap sendok takar (5 ml) mengandung : Paracetamol 120 mg, Pseudoephedrine HCl  7.5 mg, Gliseril guaiakoalat  25 mg, Chlorpheniramine Maleate  0.5 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL0113019737A1</p><p>Exp Date:04/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID120690-3,60.0,shopify,deny,manual,16900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID120690-3_18092025_b81af1cf-2762-47e5-a407-893576e1f007.png?v=1760338201,1,Termorex Plus Konimex Sirup,false,Termorex Plus Konimex Sirup,"TERMOREX PLUS Konimex SIRUP  sirup obat flu yang mengandung paracetamol, guaifenesin, pseudoephedrine hydrochloride, chlorphenamine maleate yang diindikasikan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin bersin yang di sertai batuk",,,,,,,,,g,,,active
obh-combi-anak-batuk-plus-flu-jeruk-sirup,Obh Combi Anak Batuk Plus Flu (Jeruk) Sirup,"<p>Dus, 1 Botol Plastik @ 60 Ml</p><p>Deskripsi: OBH COMBI ANAK BATUK PLUS FLU (Jeruk) Combiphar SIRUP adalah sirup yang mengandung ammonium chloride, chlorphenamine maleate, paracetamol, pseudoephedrine hydrochloride, succus liquiritiae yang berkhasiat untuk meredakan batuk yang disertai gejalagejala flu pada anak seperti demam, sakit kepala, hidung tersumbat dan bersinbersin dengan rasa jeruk</p><p>Komposisi: Succus Liquiritiae Extract 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrin HCl 7,5 mg, Chlorpheniramine Maleate 1 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL9804123837A1</p><p>Exp Date:05/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID115136-1,60.0,shopify,deny,manual,17700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115136-1_03092025_26b8db38-d6f1-4616-891d-ead60be56092.jpg?v=1760338201,1,Obh Combi Anak Batuk Plus Flu (Jeruk) Sirup,false,Obh Combi Anak Batuk Plus Flu (Jeruk) Sirup,"OBH COMBI ANAK BATUK PLUS FLU (Jeruk) Combiphar SIRUP  sirup yang mengandung ammonium chloride, chlorphenamine maleate, paracetamol, pseudoephedrine hydrochloride, succus liquiritiae yang berkhasiat untuk meredakan batuk yang disertai gejalagejala flu pada anak seperti demam, sakit kepala, hidung tersumbat dan bersinbersin dengan rasa jeruk",,,,,,,,,g,,,active
microlax-enema,Microlax Enema,"<p>Dus, 1 Tube @ 5 Ml</p><p>Deskripsi: MICROLAX Pharos ENEMA adalah obat yang mengandung sodium lauryl sulfoacetate, sodium citrate, sorbitol polyethylene glycol 400 yang diindikasikan untuk mengatasi susak buang air besar</p><p>Komposisi: Na lauryl sulfoacetate 45 mg, Na citrate 450 mg, sorbic acid 5 mg, sorbitol 4,465 mg, PEG-400 625 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: ENEMA</p><p>NIE:DBL7221628958A1</p><p>Exp Date:04/2028</p>",Inofarma,,"","Kesehatan, mqty:5",true,Title,Default Title,,,,,,,,ID113080-3,5.0,shopify,deny,manual,23100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID113080-3_01092025_66fa9179-ceeb-44c5-b13e-952038349795.jpg?v=1760338200,1,Microlax Enema,false,Microlax Enema,"MICROLAX Pharos ENEMA  obat yang mengandung sodium lauryl sulfoacetate, sodium citrate, sorbitol polyethylene glycol 400 yang diindikasikan untuk mengatasi susak buang air besar</p>",,,,,,,,,g,,,active
obh-ika-sirup,Obh Ika Sirup,"<p>Botol @ 200 Ml</p><p>Deskripsi: OBH Ika SIRUP adalah sirup yang mengandung succus liquiritiae, ammonium chloride, anisated spirit of ammonia yang berkhasiat sebagai ekspektoran yang menstimulasi mukosa lambung dan selanjutanya secara refleks merangsang sekresi kelenjar saluran napas sehingga menurunkan viskositas dan mempermudah pengeluaran dahak</p><p>Komposisi: Succus liquiritiae 500 mg, ammon Cl 300 mg, SASA 300 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DBL0709301337A1</p><p>Exp Date:04/2028</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID115147-2,200.0,shopify,deny,manual,23600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115147-2_03092025_ac3fb8c6-3615-4294-bbf6-58aee76512f6.jpg?v=1760338200,1,Obh Ika Sirup,false,Obh Ika Sirup,"OBH Ika SIRUP  sirup yang mengandung succus liquiritiae, ammonium chloride, anisated spirit of ammonia yang berkhasiat sebagai ekspektoran yang menstimulasi mukosa lambung dan selanjutanya secara refleks merangsang sekresi kelenjar saluran napas sehingga menurunkan viskositas dan mempermudah pengeluaran dahak",,,,,,,,,g,,,active
y-rins-cairan-mata-13-v-v,Y-Rins Cairan Mata 13% V/V,"<p>Dus, 10 Botol Plastik @ 12 Ml</p><p>Deskripsi: YRINS Pratapa Nirmala CAIRAN MATA 13% VV adalah obat yang mengandung distilled witch hazel yang diindikasikan untuk membersihkan, menyejukan dan menyegarkan mata yang lelah dan sakit, meringankan iritasi ringan pada mata yang di sebabkan oleh udara yang berdebu atau berasap, mengemudi atau pekerjaan yang memerlukan penglihatan dekat.</p><p>Komposisi: Distilled wich hazel 13% Benzalkonium cloride 0.005%,</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: CAIRAN MATA</p><p>NIE:DBL0231522045A1</p><p>Exp Date:12/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID122844-1,15.0,shopify,deny,manual,62800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID122844-1_19092025_bbe51359-08d7-4701-bd44-45c747b8900a.jpg?v=1760338199,1,Y-Rins Cairan Mata 13% V/V,false,Y-Rins Cairan Mata 13% V/V,"YRINS Pratapa Nirmala CAIRAN MATA 13% VV  obat yang mengandung distilled witch hazel yang diindikasikan untuk membersihkan, menyejukan dan menyegarkan mata yang lelah dan sakit, meringankan iritasi ringan pada mata yang di sebabkan oleh udara yang berdebu atau berasap, mengemudi atau pekerjaan yang memerlukan penglihatan dekat.",,,,,,,,,g,,,active
obh-nellco-batuk-berdahak-nellco-sirup,Obh Nellco Batuk Berdahak Nellco Sirup,"<p>Dus, 1 Botol @ 55 Ml</p><p>Deskripsi: OBH NELLCO BATUK BERDAHAK Nellco SIRUP adalah sirup yang mengandung succus liquiritiae, ammonium chloride yang berkhasiat untuk meringankan batuk berdahak, bekerja sebagai ekspektoran pada gangguan batuk</p><p>Komposisi: Tiap 5 ml mengandung Glycherrizae succus 167 mg, Amonium klorida 100 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DBL0617206837A1</p><p>Exp Date:03/2028</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID115152-2,55.0,shopify,deny,manual,12000.00,,true,true,,,,,,,,,false,Obh Nellco Batuk Berdahak Nellco Sirup,"OBH NELLCO BATUK BERDAHAK Nellco SIRUP  sirup yang mengandung succus liquiritiae, ammonium chloride yang berkhasiat untuk meringankan batuk berdahak, bekerja sebagai ekspektoran pada gangguan batuk",,,,,,,,,g,,,active
komix-obh-bintang-toedjoe-sirup,Komix Obh Bintang Toedjoe Sirup,"<p>Dus, 30 Sachet @ 7 Ml</p><p>Deskripsi: KOMIX OBH Bintang Toedjoe SIRUP adalah obat yang mengandung succus liq, guaifenesin, phenylephrine HCl, chlorpheniramine Maleate yang diindikasikan untuk batuk berdahak dan pilek</p><p>Komposisi: Setiap sachet (5 ml) mengandung: Succus Liquiritae 167 mg, Guaifenesin 50 mg, Ephedrine Hydrochloride 5 mg, dan Chlopheniramine Maleate 2 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL1402813237A1</p><p>Exp Date:07/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID110797-2,7.0,shopify,deny,manual,50100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID110797-2_26082025_f6f76643-4880-46ed-a181-ff87561766a8.jpg?v=1760338196,1,Komix Obh Bintang Toedjoe Sirup,false,Komix Obh Bintang Toedjoe Sirup,"KOMIX OBH Bintang Toedjoe SIRUP  obat yang mengandung succus liq, guaifenesin, phenylephrine HCl, chlorpheniramine Maleate yang diindikasikan untuk batuk berdahak dan pilek",,,,,,,,,g,,,active
komix-kid-strawberry-bintang-toedjoe-sirup,Komix Kid (Strawberry) Bintang Toedjoe Sirup,"<p>Dus, 10 Sachet @ 5 Ml</p><p>Deskripsi: KOMIX KID (STRAWBERRY) Bintang Toedjoe SIRUP adalah obat yang mengandung chlorphenamine maleate, dextromethorphan hydrobromide, guaifenesin yang diindikasikan untuk membantu meredakan batuk pada anak-anak</p><p>Komposisi: Setiap sachet (5 ml): Succus Liquiritiae 167 mg, Guaifenesin 50 ml, Ephedrine HCL 4 mg, Chlorpheniramine Maleate 2 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL0602812137A1</p><p>Exp Date:-</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID110794-1,5.0,shopify,deny,manual,12400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID110794-1_26082025_2cd33495-f7e1-4388-acbb-ee8876d5adcb.jpg?v=1760338195,1,Komix Kid (Strawberry) Bintang Toedjoe Sirup,false,Komix Kid (Strawberry) Bintang Toedjoe Sirup,"KOMIX KID (STRAWBERRY) Bintang Toedjoe SIRUP  obat yang mengandung chlorphenamine maleate, dextromethorphan hydrobromide, guaifenesin yang diindikasikan untuk membantu meredakan batuk pada anak-anak",,,,,,,,,g,,,active
gastrucid-nufarindo-suspensi,Gastrucid Nufarindo Suspensi,"<p>Dus, 1 Botol Plastik @ 60 Ml</p><p>Deskripsi: GASTRUCID Nufarindo SUSPENSI adalah obat yang diindikasikan untuk mengurangi gejalagejala yang berhubungan dengan kelebihan sama lambung, gastritis, tukak lambung, tukak usus dua belas jari dengan gejalagejala seperti mual, nyeri lambung, nyeri ulu hati, kembung dan persaan penuh pada lambung</p><p>Komposisi: Tiap sendok takar (5 ml) mengandung: Aluminium Hydroxide gel kering setara dengan Aluminium Hydroxide 325 mg, Magnesium Hydroxide 325 mg, Simethicone 50 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SUSPENSI</p><p>NIE:DBL8718203333A1</p><p>Exp Date:12/2026</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID107260-2,60.0,shopify,deny,manual,10700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID107260-2_25082025_705e336a-134f-40ff-b88e-9213eac59a1a.jpg?v=1760338195,1,Gastrucid Nufarindo Suspensi,false,Gastrucid Nufarindo Suspensi,"GASTRUCID Nufarindo SUSPENSI  obat yang diindikasikan untuk mengurangi gejalagejala yang berhubungan dengan kelebihan sama lambung, gastritis, tukak lambung, tukak usus dua belas jari dengan gejalagejala seperti mual, nyeri lambung, nyeri ulu hati, kembung dan persaan penuh pada lambung",,,,,,,,,g,,,active
fasidol-ifars-sirup,Fasidol Ifars Sirup,"<p>Dus, 1 Botol @ 60 Ml</p><p>Deskripsi: FASIDOL Ifars SIRUP adalah obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.</p><p>Komposisi: Paracetamol 120 mg/5 ml</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DBL8509201137A1</p><p>Exp Date:09/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID106215-1,60.0,shopify,deny,manual,6900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106215-1_26082025_c991a8e9-429a-4871-9d02-941fa5e31b3a.png?v=1760338194,1,Fasidol Ifars Sirup,false,Fasidol Ifars Sirup,"FASIDOL Ifars SIRUP  obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.",,,,,,,,,g,,,active
